"","PlaylistId","MatchDuration","durations"
"1090","35b3885d-5608-40f0-987c-5cec4b55cf17","PT12M20.0851675S",740.0851675s (~12.33 minutes)
"1091","35b3885d-5608-40f0-987c-5cec4b55cf17","PT12M25.3162117S",745.3162117s (~12.42 minutes)
"1092","35b3885d-5608-40f0-987c-5cec4b55cf17","PT12M20.0565614S",740.0565614s (~12.33 minutes)
"1093","35b3885d-5608-40f0-987c-5cec4b55cf17","PT12M18.9167765S",738.9167765s (~12.32 minutes)
"1094","35b3885d-5608-40f0-987c-5cec4b55cf17","PT12M22.036188S",742.036188s (~12.37 minutes)
"1095","35b3885d-5608-40f0-987c-5cec4b55cf17","PT12M20.1889911S",740.1889911s (~12.34 minutes)
"1096","35b3885d-5608-40f0-987c-5cec4b55cf17","PT12M18.6393641S",738.6393641s (~12.31 minutes)
"1097","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT7M26.0850018S",446.0850018s (~7.43 minutes)
"1098","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT6M59.5005167S",419.5005167s (~6.99 minutes)
"1099","5c9808b0-03a3-4577-b966-7217f9dda52d","PT6M26.4525876S",386.4525876s (~6.44 minutes)
"1100","5c9808b0-03a3-4577-b966-7217f9dda52d","PT6M10.1015855S",370.1015855s (~6.17 minutes)
"1101","5c9808b0-03a3-4577-b966-7217f9dda52d","PT5M3.0382896S",303.0382896s (~5.05 minutes)
"1102","5c9808b0-03a3-4577-b966-7217f9dda52d","PT5M17.6809121S",317.6809121s (~5.29 minutes)
"1103","780cc101-005c-4fca-8ce7-6f36d7156ffe","PT9M11.5815315S",551.5815315s (~9.19 minutes)
"1104","4631ebf5-f414-44d3-ae51-4b00d8a206a0","PT7M23.1645274S",443.1645274s (~7.39 minutes)
"1105","4631ebf5-f414-44d3-ae51-4b00d8a206a0","PT8M27.3010136S",507.3010136s (~8.46 minutes)
"1106","4631ebf5-f414-44d3-ae51-4b00d8a206a0","PT8M19.4934108S",499.4934108s (~8.32 minutes)
"1107","4631ebf5-f414-44d3-ae51-4b00d8a206a0","PT5M56.2114015S",356.2114015s (~5.94 minutes)
"1108","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M42.2767459S",462.2767459s (~7.7 minutes)
"1109","5c9808b0-03a3-4577-b966-7217f9dda52d","PT5M27.5007126S",327.5007126s (~5.46 minutes)
"1110","5c9808b0-03a3-4577-b966-7217f9dda52d","PT11M33.3989274S",693.3989274s (~11.56 minutes)
"1111","5c9808b0-03a3-4577-b966-7217f9dda52d","PT12M20.6834851S",740.6834851s (~12.34 minutes)
"1112","5c9808b0-03a3-4577-b966-7217f9dda52d","PT6M55.3188074S",415.3188074s (~6.92 minutes)
"1113","5c9808b0-03a3-4577-b966-7217f9dda52d","PT10M6.7623567S",606.7623567s (~10.11 minutes)
"1114","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M34.1409987S",454.1409987s (~7.57 minutes)
"1115","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M3.7654463S",423.7654463s (~7.06 minutes)
"1116","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M39.9558525S",519.9558525s (~8.67 minutes)
"1117","5c9808b0-03a3-4577-b966-7217f9dda52d","PT9M58.5966482S",598.5966482s (~9.98 minutes)
"1118","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M45.9538493S",465.9538493s (~7.77 minutes)
"1119","5c9808b0-03a3-4577-b966-7217f9dda52d","PT12M19.1417314S",739.1417314s (~12.32 minutes)
"1120","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M2.8553736S",482.8553736s (~8.05 minutes)
"1121","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M33.2938197S",513.2938197s (~8.55 minutes)
"1122","5c9808b0-03a3-4577-b966-7217f9dda52d","PT12M17.4368159S",737.4368159s (~12.29 minutes)
"1123","d3bfda9f-14c2-44bc-9068-d3403bd5a059","PT5M56.4220007S",356.4220007s (~5.94 minutes)
"1124","d3bfda9f-14c2-44bc-9068-d3403bd5a059","PT9M14.076547S",554.076547s (~9.23 minutes)
"1125","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M27.3068643S",447.3068643s (~7.46 minutes)
"1126","5c9808b0-03a3-4577-b966-7217f9dda52d","PT6M40.6023812S",400.6023812s (~6.68 minutes)
"1127","5c9808b0-03a3-4577-b966-7217f9dda52d","PT5M35.574886S",335.574886s (~5.59 minutes)
"1128","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M49.4168218S",529.4168218s (~8.82 minutes)
"1129","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M5.0826808S",485.0826808s (~8.08 minutes)
"1130","5c9808b0-03a3-4577-b966-7217f9dda52d","PT9M33.1758155S",573.1758155s (~9.55 minutes)
"1131","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M32.1730009S",512.1730009s (~8.54 minutes)
"1132","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M8.8051897S",488.8051897s (~8.15 minutes)
"1133","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M50.105394S",530.105394s (~8.84 minutes)
"1134","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M7.2585433S",427.2585433s (~7.12 minutes)
"1135","5c9808b0-03a3-4577-b966-7217f9dda52d","PT10M45.802933S",645.802933s (~10.76 minutes)
"1136","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M30.5085515S",510.5085515s (~8.51 minutes)
"1137","5c9808b0-03a3-4577-b966-7217f9dda52d","PT6M38.8123988S",398.8123988s (~6.65 minutes)
"1138","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M29.3117493S",509.3117493s (~8.49 minutes)
"1139","5c9808b0-03a3-4577-b966-7217f9dda52d","PT5M47.1510008S",347.1510008s (~5.79 minutes)
"1140","5c9808b0-03a3-4577-b966-7217f9dda52d","PT10M35.1930035S",635.1930035s (~10.59 minutes)
"1141","5c9808b0-03a3-4577-b966-7217f9dda52d","PT5M42.9400738S",342.9400738s (~5.72 minutes)
"1142","5c9808b0-03a3-4577-b966-7217f9dda52d","PT3M21.3292458S",201.3292458s (~3.36 minutes)
"1143","5c9808b0-03a3-4577-b966-7217f9dda52d","PT5M29.6260655S",329.6260655s (~5.49 minutes)
"1144","5c9808b0-03a3-4577-b966-7217f9dda52d","PT9M32.273992S",572.273992s (~9.54 minutes)
"1145","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M13.2611007S",493.2611007s (~8.22 minutes)
"1146","5c9808b0-03a3-4577-b966-7217f9dda52d","PT5M44.8567964S",344.8567964s (~5.75 minutes)
"1147","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M16.3950329S",436.3950329s (~7.27 minutes)
"1148","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M6.1652658S",486.1652658s (~8.1 minutes)
"1149","5c9808b0-03a3-4577-b966-7217f9dda52d","PT6M16.0653249S",376.0653249s (~6.27 minutes)
"1150","7b50b5d8-bfab-48b1-b868-acf65ebc39f4","PT8M45.4373674S",525.4373674s (~8.76 minutes)
"1151","867f9347-880c-4411-98ea-47166be6b9ed","PT1M54.940999S",114.940999s (~1.92 minutes)
"1152","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT8M13.8403921S",493.8403921s (~8.23 minutes)
"1153","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT9M18.3913486S",558.3913486s (~9.31 minutes)
"1154","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT6M47.5683922S",407.5683922s (~6.79 minutes)
"1155","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT6M3.3147123S",363.3147123s (~6.06 minutes)
"1156","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT5M40.1260013S",340.1260013s (~5.67 minutes)
"1157","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT6M56.6586256S",416.6586256s (~6.94 minutes)
"1158","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT12M20.7084829S",740.7084829s (~12.35 minutes)
"1159","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT4M46.1801529S",286.1801529s (~4.77 minutes)
"1160","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT6M33.8785231S",393.8785231s (~6.56 minutes)
"1161","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT8M55.9306669S",535.9306669s (~8.93 minutes)
"1162","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT6M52.981856S",412.981856s (~6.88 minutes)
"1163","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT5M39.2011988S",339.2011988s (~5.65 minutes)
"1164","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT7M34.6058426S",454.6058426s (~7.58 minutes)
"1165","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT1M52.414164S",112.414164s (~1.87 minutes)
"1166","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT4M33.6424998S",273.6424998s (~4.56 minutes)
"1167","c98949ae-60a8-43dc-85d7-0feb0b92e719","PT7M59.4495427S",479.4495427s (~7.99 minutes)
"1168","c98949ae-60a8-43dc-85d7-0feb0b92e719","PT6M13.9847631S",373.9847631s (~6.23 minutes)
"1169","c98949ae-60a8-43dc-85d7-0feb0b92e719","PT5M34.1847023S",334.1847023s (~5.57 minutes)
"1170","c98949ae-60a8-43dc-85d7-0feb0b92e719","PT4M6.4590368S",246.4590368s (~4.11 minutes)
"1171","c98949ae-60a8-43dc-85d7-0feb0b92e719","PT3M23.9653927S",203.9653927s (~3.4 minutes)
"1172","c98949ae-60a8-43dc-85d7-0feb0b92e719","PT4M20.5229669S",260.5229669s (~4.34 minutes)
"1173","c98949ae-60a8-43dc-85d7-0feb0b92e719","PT6M47.8019968S",407.8019968s (~6.8 minutes)
"1174","c98949ae-60a8-43dc-85d7-0feb0b92e719","PT8M6.0296647S",486.0296647s (~8.1 minutes)
"1175","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M52.8156763S",472.8156763s (~7.88 minutes)
"1176","5c9808b0-03a3-4577-b966-7217f9dda52d","PT3M4.2190007S",184.2190007s (~3.07 minutes)
"1177","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M34.7592978S",514.7592978s (~8.58 minutes)
"1178","5c9808b0-03a3-4577-b966-7217f9dda52d","PT9M37.0867008S",577.0867008s (~9.62 minutes)
"1179","5c9808b0-03a3-4577-b966-7217f9dda52d","PT6M57.6676558S",417.6676558s (~6.96 minutes)
"1180","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M55.940001S",475.940001s (~7.93 minutes)
"1181","5c9808b0-03a3-4577-b966-7217f9dda52d","PT4M54.8361433S",294.8361433s (~4.91 minutes)
"1182","5c9808b0-03a3-4577-b966-7217f9dda52d","PT4M18.3093481S",258.3093481s (~4.31 minutes)
"1183","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M55.7649742S",475.7649742s (~7.93 minutes)
"1184","5c9808b0-03a3-4577-b966-7217f9dda52d","PT9M35.6177839S",575.6177839s (~9.59 minutes)
"1185","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M28.9464992S",508.9464992s (~8.48 minutes)
"1186","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M37.1651291S",457.1651291s (~7.62 minutes)
"1187","5c9808b0-03a3-4577-b966-7217f9dda52d","PT9M27.5271447S",567.5271447s (~9.46 minutes)
"1188","5c9808b0-03a3-4577-b966-7217f9dda52d","PT4M5.4062012S",245.4062012s (~4.09 minutes)
"1189","5c9808b0-03a3-4577-b966-7217f9dda52d","PT6M45.6723991S",405.6723991s (~6.76 minutes)
"1190","5c9808b0-03a3-4577-b966-7217f9dda52d","PT2M11.1197954S",131.1197954s (~2.19 minutes)
"1191","5c9808b0-03a3-4577-b966-7217f9dda52d","PT4M56.2474251S",296.2474251s (~4.94 minutes)
"1192","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M57.1623373S",477.1623373s (~7.95 minutes)
"1193","5c9808b0-03a3-4577-b966-7217f9dda52d","PT6M5.3803082S",365.3803082s (~6.09 minutes)
"1194","5c9808b0-03a3-4577-b966-7217f9dda52d","PT4M6.3529491S",246.3529491s (~4.11 minutes)
"1195","5c9808b0-03a3-4577-b966-7217f9dda52d","PT6M26.0765934S",386.0765934s (~6.43 minutes)
"1196","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M7.3594688S",487.3594688s (~8.12 minutes)
"1197","5c9808b0-03a3-4577-b966-7217f9dda52d","PT3M23.9507288S",203.9507288s (~3.4 minutes)
"1198","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M8.4320007S",428.4320007s (~7.14 minutes)
"1199","5c9808b0-03a3-4577-b966-7217f9dda52d","PT5M12.7685141S",312.7685141s (~5.21 minutes)
"1200","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M2.0921768S",482.0921768s (~8.03 minutes)
"1201","5c9808b0-03a3-4577-b966-7217f9dda52d","PT6M41.1740209S",401.1740209s (~6.69 minutes)
"1202","5c9808b0-03a3-4577-b966-7217f9dda52d","PT9M34.2636756S",574.2636756s (~9.57 minutes)
"1203","5c9808b0-03a3-4577-b966-7217f9dda52d","PT6M43.7224216S",403.7224216s (~6.73 minutes)
"1204","5c9808b0-03a3-4577-b966-7217f9dda52d","PT12M19.9500007S",739.9500007s (~12.33 minutes)
"1205","5c9808b0-03a3-4577-b966-7217f9dda52d","PT6M39.6055584S",399.6055584s (~6.66 minutes)
"1206","5c9808b0-03a3-4577-b966-7217f9dda52d","PT3M40.9396806S",220.9396806s (~3.68 minutes)
"1207","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M55.9482795S",475.9482795s (~7.93 minutes)
"1208","5c9808b0-03a3-4577-b966-7217f9dda52d","PT5M24.355249S",324.355249s (~5.41 minutes)
"1209","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M49.42994S",469.42994s (~7.82 minutes)
"1210","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M29.8236314S",449.8236314s (~7.5 minutes)
"1211","5c9808b0-03a3-4577-b966-7217f9dda52d","PT9M7.1005121S",547.1005121s (~9.12 minutes)
"1212","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M19.3981972S",499.3981972s (~8.32 minutes)
"1213","5c9808b0-03a3-4577-b966-7217f9dda52d","PT5M43.4373628S",343.4373628s (~5.72 minutes)
"1214","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M12.1447558S",492.1447558s (~8.2 minutes)
"1215","5c9808b0-03a3-4577-b966-7217f9dda52d","PT10M0.4455389S",600.4455389s (~10.01 minutes)
"1216","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M50.6487782S",470.6487782s (~7.84 minutes)
"1217","867f9347-880c-4411-98ea-47166be6b9ed","PT8M6.6993111S",486.6993111s (~8.11 minutes)
"1218","867f9347-880c-4411-98ea-47166be6b9ed","PT7M31.9824093S",451.9824093s (~7.53 minutes)
"1219","867f9347-880c-4411-98ea-47166be6b9ed","PT7M42.1089511S",462.1089511s (~7.7 minutes)
"1220","867f9347-880c-4411-98ea-47166be6b9ed","PT5M39.6986087S",339.6986087s (~5.66 minutes)
"1221","867f9347-880c-4411-98ea-47166be6b9ed","PT6M25.1417905S",385.1417905s (~6.42 minutes)
"1222","867f9347-880c-4411-98ea-47166be6b9ed","PT7M45.4768746S",465.4768746s (~7.76 minutes)
"1223","867f9347-880c-4411-98ea-47166be6b9ed","PT12M29.4137874S",749.4137874s (~12.49 minutes)
"1224","867f9347-880c-4411-98ea-47166be6b9ed","PT7M59.2848424S",479.2848424s (~7.99 minutes)
"1225","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT7M8.2094404S",428.2094404s (~7.14 minutes)
"1226","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT5M8.6112796S",308.6112796s (~5.14 minutes)
"1227","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT6M34.726796S",394.726796s (~6.58 minutes)
"1228","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT8M10.3945573S",490.3945573s (~8.17 minutes)
"1229","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT5M2.3728069S",302.3728069s (~5.04 minutes)
"1230","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT1M47.7961091S",107.7961091s (~1.8 minutes)
"1231","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT7M13.3089136S",433.3089136s (~7.22 minutes)
"1232","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT7M5.7597623S",425.7597623s (~7.1 minutes)
"1233","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT6M46.1636378S",406.1636378s (~6.77 minutes)
"1234","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT1M53.0806199S",113.0806199s (~1.88 minutes)
"1235","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT7M46.2359132S",466.2359132s (~7.77 minutes)
"1236","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT7M56.0552242S",476.0552242s (~7.93 minutes)
"1237","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT8M39.8125972S",519.8125972s (~8.66 minutes)
"1238","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT7M31.8698284S",451.8698284s (~7.53 minutes)
"1239","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT7M52.5551042S",472.5551042s (~7.88 minutes)
"1240","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT7M29.4843609S",449.4843609s (~7.49 minutes)
"1241","4631ebf5-f414-44d3-ae51-4b00d8a206a0","PT7M59.8120013S",479.8120013s (~8 minutes)
"1242","2323b76a-db98-4e03-aa37-e171cfbdd1a4","PT3M5.6208208S",185.6208208s (~3.09 minutes)
"1243","35b3885d-5608-40f0-987c-5cec4b55cf17","PT12M18.939001S",738.939001s (~12.32 minutes)
"1244","35b3885d-5608-40f0-987c-5cec4b55cf17","PT12M19.2755945S",739.2755945s (~12.32 minutes)
"1245","35b3885d-5608-40f0-987c-5cec4b55cf17","PT12M19.1931844S",739.1931844s (~12.32 minutes)
"1246","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT5M16.3220611S",316.3220611s (~5.27 minutes)
"1247","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT4M57.4503783S",297.4503783s (~4.96 minutes)
"1248","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT6M20.0415697S",380.0415697s (~6.33 minutes)
"1249","892189e9-d712-4bdb-afa7-1ccab43fbed4","PT5M19.7070937S",319.7070937s (~5.33 minutes)
"1250","5c9808b0-03a3-4577-b966-7217f9dda52d","PT12M3.690862S",723.690862s (~12.06 minutes)
"1251","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M7.7413635S",487.7413635s (~8.13 minutes)
"1252","5c9808b0-03a3-4577-b966-7217f9dda52d","PT9M11.9964936S",551.9964936s (~9.2 minutes)
"1253","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M59.9782283S",479.9782283s (~8 minutes)
"1254","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M37.745085S",517.745085s (~8.63 minutes)
"1255","5c9808b0-03a3-4577-b966-7217f9dda52d","PT5M9.111297S",309.111297s (~5.15 minutes)
"1256","5c9808b0-03a3-4577-b966-7217f9dda52d","PT6M46.4121008S",406.4121008s (~6.77 minutes)
"1257","5c9808b0-03a3-4577-b966-7217f9dda52d","PT3M22.4638294S",202.4638294s (~3.37 minutes)
"1258","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M10.6839742S",430.6839742s (~7.18 minutes)
"1259","5c9808b0-03a3-4577-b966-7217f9dda52d","PT6M59.747603S",419.747603s (~7 minutes)
"1260","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M16.9607974S",436.9607974s (~7.28 minutes)
"1261","5c9808b0-03a3-4577-b966-7217f9dda52d","PT11M54.2726958S",714.2726958s (~11.9 minutes)
"1262","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M24.5972581S",444.5972581s (~7.41 minutes)
"1263","5c9808b0-03a3-4577-b966-7217f9dda52d","PT5M26.4789718S",326.4789718s (~5.44 minutes)
"1264","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M59.8929757S",539.8929757s (~9 minutes)
"1265","5c9808b0-03a3-4577-b966-7217f9dda52d","PT11M23.3693879S",683.3693879s (~11.39 minutes)
"1266","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M25.200169S",505.200169s (~8.42 minutes)
"1267","35b3885d-5608-40f0-987c-5cec4b55cf17","PT12M18.536155S",738.536155s (~12.31 minutes)
"1268","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M20.8109475S",440.8109475s (~7.35 minutes)
"1269","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M27.0673095S",447.0673095s (~7.45 minutes)
"1270","5c9808b0-03a3-4577-b966-7217f9dda52d","PT5M50.0235251S",350.0235251s (~5.83 minutes)
"1271","5c9808b0-03a3-4577-b966-7217f9dda52d","PT6M58.2448594S",418.2448594s (~6.97 minutes)
"1272","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M52.935192S",532.935192s (~8.88 minutes)
"1273","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M21.3820242S",501.3820242s (~8.36 minutes)
"1274","35b3885d-5608-40f0-987c-5cec4b55cf17","PT12M19.2843809S",739.2843809s (~12.32 minutes)
"1275","867f9347-880c-4411-98ea-47166be6b9ed","PT8M8.961829S",488.961829s (~8.15 minutes)
"1276","5c9808b0-03a3-4577-b966-7217f9dda52d","PT3M10.5868803S",190.5868803s (~3.18 minutes)
"1277","5c9808b0-03a3-4577-b966-7217f9dda52d","PT10M33.7960514S",633.7960514s (~10.56 minutes)
"1278","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M18.6991752S",498.6991752s (~8.31 minutes)
"1279","35b3885d-5608-40f0-987c-5cec4b55cf17","PT12M21.337176S",741.337176s (~12.36 minutes)
"1280","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M22.2215625S",502.2215625s (~8.37 minutes)
"1281","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M56.2332879S",476.2332879s (~7.94 minutes)
"1282","5c9808b0-03a3-4577-b966-7217f9dda52d","PT15M5.4186905S",905.4186905s (~15.09 minutes)
"1283","5c9808b0-03a3-4577-b966-7217f9dda52d","PT5M6.5865853S",306.5865853s (~5.11 minutes)
"1284","5c9808b0-03a3-4577-b966-7217f9dda52d","PT12M37.1190012S",757.1190012s (~12.62 minutes)
"1285","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M22.6250107S",442.6250107s (~7.38 minutes)
"1286","5c9808b0-03a3-4577-b966-7217f9dda52d","PT6M26.5365785S",386.5365785s (~6.44 minutes)
"1287","5c9808b0-03a3-4577-b966-7217f9dda52d","PT11M6.3073883S",666.3073883s (~11.11 minutes)
"1288","5c9808b0-03a3-4577-b966-7217f9dda52d","PT3M37.1091699S",217.1091699s (~3.62 minutes)
"1289","5c9808b0-03a3-4577-b966-7217f9dda52d","PT6M30.9675027S",390.9675027s (~6.52 minutes)
"1290","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M30.235306S",510.235306s (~8.5 minutes)
"1291","5c9808b0-03a3-4577-b966-7217f9dda52d","PT5M54.7779178S",354.7779178s (~5.91 minutes)
"1292","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M30.7410008S",510.7410008s (~8.51 minutes)
"1293","5c9808b0-03a3-4577-b966-7217f9dda52d","PT15M19.2353703S",919.2353703s (~15.32 minutes)
"1294","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M44.8501663S",524.8501663s (~8.75 minutes)
"1295","5c9808b0-03a3-4577-b966-7217f9dda52d","PT5M39.5440008S",339.5440008s (~5.66 minutes)
"1296","5c9808b0-03a3-4577-b966-7217f9dda52d","PT5M56.2661596S",356.2661596s (~5.94 minutes)
"1297","5c9808b0-03a3-4577-b966-7217f9dda52d","PT6M41.6400004S",401.6400004s (~6.69 minutes)
"1298","5c9808b0-03a3-4577-b966-7217f9dda52d","PT1M55.4420007S",115.4420007s (~1.92 minutes)
"1299","5c9808b0-03a3-4577-b966-7217f9dda52d","PT6M8.2452288S",368.2452288s (~6.14 minutes)
"1300","867f9347-880c-4411-98ea-47166be6b9ed","PT6M7.1341136S",367.1341136s (~6.12 minutes)
"1301","867f9347-880c-4411-98ea-47166be6b9ed","PT6M8.8062832S",368.8062832s (~6.15 minutes)
"1302","867f9347-880c-4411-98ea-47166be6b9ed","PT7M24.7883058S",444.7883058s (~7.41 minutes)
"1303","867f9347-880c-4411-98ea-47166be6b9ed","PT7M48.7578458S",468.7578458s (~7.81 minutes)
"1304","867f9347-880c-4411-98ea-47166be6b9ed","PT8M44.9847204S",524.9847204s (~8.75 minutes)
"1305","867f9347-880c-4411-98ea-47166be6b9ed","PT6M59.7780016S",419.7780016s (~7 minutes)
"1306","867f9347-880c-4411-98ea-47166be6b9ed","PT7M14.8248868S",434.8248868s (~7.25 minutes)
"1307","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M54.1528294S",474.1528294s (~7.9 minutes)
"1308","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M56.8519003S",536.8519003s (~8.95 minutes)
"1309","5c9808b0-03a3-4577-b966-7217f9dda52d","PT5M47.5727614S",347.5727614s (~5.79 minutes)
"1310","5c9808b0-03a3-4577-b966-7217f9dda52d","PT11M15.189989S",675.189989s (~11.25 minutes)
"1311","819eb188-1a1c-48b4-9af3-283d2447ff6f","PT5M49.1790479S",349.1790479s (~5.82 minutes)
"1312","819eb188-1a1c-48b4-9af3-283d2447ff6f","PT7M3.0537083S",423.0537083s (~7.05 minutes)
"1313","819eb188-1a1c-48b4-9af3-283d2447ff6f","PT4M48.8555321S",288.8555321s (~4.81 minutes)
"1314","7b50b5d8-bfab-48b1-b868-acf65ebc39f4","PT8M42.6045695S",522.6045695s (~8.71 minutes)
"1315","7b50b5d8-bfab-48b1-b868-acf65ebc39f4","PT6M47.0781358S",407.0781358s (~6.78 minutes)
"1316","35b3885d-5608-40f0-987c-5cec4b55cf17","PT12M19.4272754S",739.4272754s (~12.32 minutes)
"1317","5c9808b0-03a3-4577-b966-7217f9dda52d","PT3M40.7122397S",220.7122397s (~3.68 minutes)
"1318","5c9808b0-03a3-4577-b966-7217f9dda52d","PT11M8.3391693S",668.3391693s (~11.14 minutes)
"1319","5c9808b0-03a3-4577-b966-7217f9dda52d","PT8M17.3502304S",497.3502304s (~8.29 minutes)
"1320","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M32.2432583S",452.2432583s (~7.54 minutes)
"1321","5c9808b0-03a3-4577-b966-7217f9dda52d","PT12M49.1977565S",769.1977565s (~12.82 minutes)
"1322","5c9808b0-03a3-4577-b966-7217f9dda52d","PT12M12.1113491S",732.1113491s (~12.2 minutes)
"1323","5c9808b0-03a3-4577-b966-7217f9dda52d","PT6M58.9270004S",418.9270004s (~6.98 minutes)
"1324","5c9808b0-03a3-4577-b966-7217f9dda52d","PT7M45.2386338S",465.2386338s (~7.75 minutes)
"1325","d3bfda9f-14c2-44bc-9068-d3403bd5a059","PT6M24.0565625S",384.0565625s (~6.4 minutes)
"1326","d3bfda9f-14c2-44bc-9068-d3403bd5a059","PT8M17.8580011S",497.8580011s (~8.3 minutes)
"1327","d3bfda9f-14c2-44bc-9068-d3403bd5a059","PT8M46.5166938S",526.5166938s (~8.78 minutes)
"1328","d3bfda9f-14c2-44bc-9068-d3403bd5a059","PT7M50.6298441S",470.6298441s (~7.84 minutes)
"1329","d3bfda9f-14c2-44bc-9068-d3403bd5a059","PT7M26.1942782S",446.1942782s (~7.44 minutes)
"1330","d3bfda9f-14c2-44bc-9068-d3403bd5a059","PT9M42.0866436S",582.0866436s (~9.7 minutes)
